obs_cancelamento;data_cancelamento
CANCELADO POR INADIMPLÊNCIA.;02/12/2021
FEITO CONTATO COM A CLIENTE E INFORMOU QUE PRETENDE REATIVAR EM SEU NOVO ENDEREÇO, FOI OFERECIDO A MUDANÇA MAS A TITULAR INFORMOU QUE SUA CASA AINDA ESTÁ EM REFORMA E VAI REATIVAR ASSIM QUE POSSÍVEL. FEITO ACORDO DE 3 MESES PARA REATIVAÇÃO SEM TAXA. CIENTE DOS BOLETOS PENDENTES.;16/08/2019
FINALIZADO CANCELAMENTO DO SERVIÇO POIS CLIENTE MUDARÁ DE ESTADO, NÃO ACEITOU OFERTAS.;06/03/2024
CLIENTE DESISTIU DA INSTALAÇÃO;24/08/2018
Importado Cancelado do SGP;15/09/2021
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE NOVEMBRO E DEZEMBRO;30/03/2024
CANCELADO DEVIDO CADASTRO TER SIDO FEITO DUAS VEZES.;15/12/2018
SOLICITOU CANCELAMENTO DEVIDO MUDANÇA PARA MOSSORÓ. FORAM ENCAMINHADOS OS DADOS PARA REALIZAÇÃO DE VISADA E SOLICITADO REMOÇÃO DE ASSU.;26/10/2020
CANCELADO POR INADIMPLÊNCIA;10/08/2019
CANCELADO POR INADIMPLÊNCIA;01/11/2018
CANCELADO DEVIDO DESISTÊNCIA DA INSTALAÇÃO;15/12/2018
CANCELADO POR INADIMPLÊNCIA;03/01/2020
CANCELADO POR INADIMPLÊNCIA;11/07/2019
Importado Cancelado do SGP;21/11/2019
CANCELADO POR INADIMPLÊNCIA;07/03/2022
Cliente solicitou cancelamento do contrato em loja informando insatisfação e troca de provedor. Tentativa de contato sem sucesso. Titular entregou equipamento em loja. Realizado cancelamento do cadastro.;19/02/2021
CANCELADO POR INADIMPLÊNCIA;01/11/2018
CANCELAMENTO POR INADIMPLÊNCIA;22/04/2022
INADIMPLÊNCIA;29/10/2021
Importado Cancelado do SGP;15/10/2019
Importado Cancelado do SGP;14/11/2023
Cliente solicitou cancelamento do contrato, informando que quem mora no endereço de instalação é sua mãe, e a mesma solicitou contratação de outro provedor. Foi oferecido ao cliente transferência do contrato para seu novo endereço, mas o mesmo informou que já tem nossos serviços. Ficou ciente da fatura cobrando proporcional de uso e prazo de 3 meses para ativação sem taxa.;10/03/2021
CANCELADO POR INADIMPLÊNCIA;20/11/2019
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, VIA PLATAFORMA - INFORMANDO INSATISFAÇÃO COM A CONEXÃO - ALEGANDO ESTÁ COM OUTRO PROVEDOR. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO BOLETO, E DO PRAZO DE ATÉ 3 MESES.↵CIENTE DA REMOÇÃO DE EQUIPAMENTO.;28/09/2021
Importado Cancelado do SGP;24/04/2023
CANCELADO POR INADIMPLÊNCIA;14/11/2018
CLINTE SOLICITA CANCELAMENTO, INFORMANDO MUDANÇA DE ENDEREÇO PARA O SÍTIO ITÚ, ONDE NÃO ATENDEMOS.↵CIENTE DO BOLETO DE JUNHO, E DOS 3 MESES PARA A REATIVAÇÃO SEM TAXA, SENDO PARA O MESMO ENDEREÇO.;01/06/2021
CANCELADO POR INADIMPLÊNCIA;07/03/2019
CANCELADO POR INADIMPLÊNCIA;24/06/2020
CANCELADO POR INADIMPLÊNCIA.;06/04/2021
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO INSATISFAÇÃO. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, O CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO PRAZO DE ATÉ 3 MESES.↵CIENTE DA REMOÇÃO DE EQUIPAMENTO.;10/07/2021
Cancelamento Automático via Agendamento ID 16 -↵                        Serviço ID: 23971, Login: wipdg↵                        ;05/10/2018
Cliente solicitou cancelamento do contrato informando insatisfação com o serviço, foi oferecido a cliente uma visita técnica, mas a mesma informou que contratou outra operadora que atende na fibra. Ligação caiu e a cliente não atendeu retorno. Cliente sem fatura. Cancelamento realizado.;01/12/2020
CANCELADO POR INADIMPLÊNCIA;16/05/2020
CANCELAMENTO EM ATRASO ADMINISTRATIVO. CLIENTE NÃO TINHA INTERESSE EM REATIVAR.;28/08/2024
CANCELADO POR INADIMPLÊNCIA;14/11/2018
REALIZADO CANCELAMENTO DO SERVIÇO POIS CLIENTE MUDOU PARA PORTO DO MANGUE, ATIVO NO SGP LF.;01/03/2024
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO TROCA DE PROVEDOR. REALIZADO CONTATO. CLIENTE INFORMA QUE O OUTRO PROVEDOR ESTÁ ATIVO, NÃO INFORMOU QUAL FOI O PLANO CONTRATADO. SEM INTERESSE EM TRANSFERIR A TITULARIDADE DO CONTRATO. CIENTE DO FINANCEIRO E DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;27/01/2022
CANCELADO POR INADIMPLÊNCIA;11/02/2019
Importado Cancelado do SGP;23/05/2022
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUE VAI SE MUDAR E NOVO ENDEREÇO JÁ TEM INTERNET. INFORMEI QUE PODÍAMOS FAZER A MUDANÇA DE ENDEREÇO, TRANSFERINDO OS EQUIPAMENTOS PARA QUE NÃO VIESSE A GERAR MULTA, MAS VERIFIQUEI COM O ATENDIMENTO DE ASSU E EM SEU NOVO ENDEREÇO NÃO ATENDEMOS FIBRA.;18/10/2018
CANCELADO POR INADIMPLÊNCIA;07/05/2019
CLIENTE NÃO RETIDO. SOLICITOU CANCELAMENTO POR INSATISFAÇÃO, ACESSO LENTO, JÁ CONTRATOU OUTRO PROVEDOR. CIENTE DO FINANCEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;22/04/2024
Importado Cancelado do SGP;22/05/2023
Cliente solicitou cancelamento do contrato informando mudança para São José de Mipibu. Cliente informou que previsão de retorno é de um ano e que não ficou ninguém no endereço para utilizar serviço. Ficou ciente da fatura em aberto e do prazo de 3 meses para ativação sem taxa de instalação.;11/03/2021
CLIENTE CANCELADA. PEDIU DESLIGAMENTO INFORMANDO QUE O SERVIÇO ERA PARA SEU COMÉRCIO E QUE OS CLIENTES RECLAMAM DE ACESSO LENTO. VIA LIGAÇÃO, FOI ORIENTADA QUE O PLANO ERA INSUFICIENTE E FOI APRESENTADA A PLANOS QUE ATENDERIAM A SUA DEMANDA, MAS A CLIENTE NÃO ACEITOU POIS INFORMOU JÁ TER CONTRATADO OUTRO PROVEDOR. CIENTE DO FINANCEIRO E DA PENDÊNCIA DE REMOÇÃO DO EQUIPAMENTO.;20/12/2023
EQUIPAMENTO REMOVIDO. CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA DE ESTADO, REALIZADO CONTATO, OFERECIDO TROCA DE TITULARIDADE, MAS O CLIENTE OPTOU PELO CANCELAMNETO. INFORMADO SOBRE O PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CADASTRO SÓ SERÁ FINALIZADO APÓS REMOÃO DE EQUIPAMENTO.;02/05/2023
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CANCELADO POR INADIMPLÊNCIA;08/01/2019
Cliente cancelado, pois pediu desligamento informando que não tinha mais interesse em mater o ponto ativo. Não deu retorno as mensagens.;03/11/2023
Cliente solicitou cancelamento do contrato e entregou equipamento em loja. Realizado contato com o titular e o mesmo informou insatisfação com o serviço. Foi oferecido visita técnica, mas o mesmo optou pelo cancelamento. Ciente do prazo de 3 meses para ativação do contrato sem taxa de instalação.;14/01/2021
CANCELADO POR INADIMPLÊNCIA;07/03/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO TER SIDO TRANSFERIDO PARA OUTRA CIDADE E NÃO ATENDEMOS NA LOCALIDADE. O CANCELAMENTO FOI TRATADO COM RENATO (MOTORISTA DO TITULAR);29/11/2018
CLIENTE SOLICITA CANCELAMENTO, INFORMANDO DIFICULDADES FINANCEIRAS, VIA PLATAFORMA. ENTREI EM CONTATO COM A MESMA POR LIGAÇÃO, E A CLIENTE ALEGA NÃO DESEJAR DESCONTOS, NEM TRANSFERÊNCIA. CIENTE DO BOLETO DE JUNHO, E DO PRAZO DE ATÉ 3 MESES.;19/06/2021
EQUIPAMENTO REMOVIDO.;21/06/2022
CANCELADO POR INADIMPLÊNCIA;13/09/2019
Cliente cancelado. Via ligação, informou que fez uma permuta com um amigo que possui um provedor. ↵Foi questionado sobre o plano para que eu tentasse cobrir a proposta, mas o mesmo não soube informar. Também foi proposta a transferência de titularidade, mas sem interesse.↵Ciente do financeiro e da pendência de remoção do equipamento.;14/11/2023
CADASTRO CANCELADO DEVIDO FALTA DE CONTATO COM O CLIENTE E ENDEREÇO INEXISTENTE.;15/12/2018
Cliente solicita cancelamento do contrato informando mudança de cidade, tentativa de contato sem sucesso, pós o numero informado não existe. Realizado cancelamento.;15/12/2020
CANCELADO POR INADIMPLÊNCIA.;19/03/2021
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.↵NÃO REMOVIDO ONU + FONTE;28/02/2024
CANCELADO POR INADIMPLÊNCIA;12/02/2019
cliente solicitou cancelamento informando mudança de provedor, o mesmo me informou que não é insatisfeito com nosso serviço que apenas era mudança para outro provedor mesmo, ofereci nossos novos planos mas o mesmo que outro provedor já está instalado;16/06/2020
CANCELADO CONTRATO, TITULARIDADE TRANSFERIDA PARA: 256279 - MARIA DULCE DA SILVA;04/04/2024
CANCELADO POR INADIMPLÊNCIA;10/01/2019
CANCELADO POR INADIMPLÊNCIA;27/02/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA DE LOCAL E PROBLEMAS FINANCEIROS. FOI OFERECIDO UM DESCONTO NO PRÓXIMO VENCIMENTO MAS O MESMO INFORMOU QUE FICOU DESEMPREGADO E ESTÁ PASSANDO UM PERÍODO NA CASA DA MÃE, E NO MOMENTO TAMBÉM NÃO TEM CONDIÇÕES PARA MANTER O SERVIÇO.;15/03/2019
Importado Cancelado do SGP;20/03/2023
INADIMPLÊNCIA;11/08/2021
CLIENTE SOLICITOU CANCELAMENTO POR MOTIVOS FINANCEIROS. NÃO CONSEGUI CONTATO.;14/04/2020
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA, FOI OFERECIDO A TRANSFERÊNCIA DO SERVIÇO MAS DISSE QUE NÃO ACEITOU. PRETENDE REATIVAR, MAS NO MOMENTO PERMANECERÁ SEM O SERVIÇO. INFORMADA DO PRAZO DE 3 MESES PARA REATIVAÇÃO SEM TAXA.;24/08/2020
CANCELADO POR INADIMPLÊNCIA;16/05/2020
CANCELADO POR INADIMPLÊNCIA;27/02/2019
SOLCITAÇÃO ABERTA EM 05/12/2024 PORÉM POR FALHA NO PROCESSO, NÃO CHEGOU PARA O SETOR DE CANCELAMENTO. EQUIPAMENTOS JÁ REMOVIDOS. CLIENTE CIENTE DO FINANCEIRO.;20/04/2024
CLIENTE SOLICITOU CANCELAMENTO DEVIDO PROBLEMAS FINANCEIROS E ESTÁ FAZENDO CORTE DE GASTOS POIS TRABALHA NO COMERCIO E NÃO ESTÁ COM CONDIÇÕES DE MANTER O SERVIÇO.INFORMADA DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;20/04/2020
CANCELADO POR INADIMPLÊNCIA;01/02/2019
SOLICITOU CANCELAMENTO DEVIDO TER FECHADO O PONTO, INFORMADA DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;13/03/2020
CANCELADO POR INADIMPLÊNCIA;30/06/2020
CLIENTE FOI A LOJA SOLICITAR CANCELAMENTO, A TITULAR MUDOU PARA MOSSORÓ E EM SEU NOVO ENDEREÇO ATENDEMOS APENAS PLANOS RÁDIO E A MESMA NÃO TEM INTERESSE.;14/01/2019
CANCELADO POR INADIMPLÊNCIA;10/08/2019
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO INSATISFAÇÃO, FOI OFERECIDO O PLANO COM MAIOR VELOCIDADE MAS NÃO QUIS. INFORMADO DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;14/02/2020
CANCELADO POR INADIMPLÊNCIA;05/04/2019
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE O PLANO DE CELULAR ATENDE SUAS NECESSIDADES. OFERECIDO ALTERAÇÃO DE PLANO, E TROCA DE TITULARIDADE. MAS A MESMA OPTOU PELO CANCELAMENTO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;23/03/2022
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CLIENTE DESEJA CANCELAMENTO POIS MORA EM NATAL , OFERTADO MUDANÇA DE TITULARIDADE PORÉM NÃO ACEITOU.;11/01/2024
CANCELADO POR INADIMPLÊNCIA;28/09/2020
CANCELADO POR INADIMPLÊNCIA;10/08/2019
NOVO CADASTRO FEITO NO SISTEMA TELECAB;20/03/2019
CLIENTE DESEJA CANCELAMENTO DO SERVIÇO POIS MUDOU DE ENDEREÇO E TEM INTERNET NO LOCAL, NÃO ACEITOU OFERTAS.;15/07/2024
CANCELADO POR INADIMPLÊNCIA;20/03/2020
Cancelado por inadimplência.;05/02/2021
CANCELADO POR INADIMPLÊNCIA;12/02/2019
cancelado por inadimplência.;30/03/2021
CLIENTE SOLICITA O CANCELAMENTO, INFORMANDO INSTATISFAÇÃO COM A CONEXÃO.↵OFERECIDO MIGRAÇÃO PARA  A FIBRA, ONDE FOI APRESENTADO OS PLANOS FIBRA, MAS A MESMA OPTOU POR CANCELAR, ALEGANDO JÁ TER CONTRATADO OUTRO PROVEDOR.↵CIENTE DO PROPORCIONAL REF AO MÊS 05, CIENTE DO PRAZO DE ATÉ 3 MESES PARA A REATIVAÇÃO SEM TAXA.↵GERADO TERMOS DE CANCELAMENTO. EQUIPAMENTO DA CLIENTE.;29/04/2021
CLIENTE SOLICITOU CANCELAMENTO DO CONTRTO INFORMANDO INSATISFAÇÃO. FOI OFERECIDO VISITA TECNCIA, TROCA DE EQUIPAMENTO, TROCA NA TITULARIDADE, MAS O MESMO OPTOU PELO CANCELAMENTO. INFORMADO BOLETO PARA PAGAMENTO, PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDREREÇO SEM TAXA DE INSTALAÇÃO. CLIENTE REALIZOU ENTREGA DE EQUIPAMENTO EM LOJA.;15/07/2022
DESISTIU DA INSTALAÇÃO;02/04/2019
CANCELAMENTO POR INADIMPLÊNCIA;30/05/2022
CANCELADO POR INADIMPLÊNCIA;05/04/2019
CLIENTE MUDOU PARA CARNAUBAIS. REALIZADO NOVO CADASTRO NO SGP VIVA;21/11/2019
CANCELADO POR INADIMPLÊNCIA;29/06/2020
CANCELADO POR INADIMPLÊNCIA;19/12/2019
CLIENTE SOLICITOU CANCELAMENTO POR INSATISFAÇÃO, INFORMOU QUE A CONEXÃO NUNCA FOI BOA E QUE FORAM REALIZADAS VISITAS TÉCNICAS MAS O PROBLEMA SEMPRE VOLTA A OCORRER. FOI OFERECIDO UMA NOVA VISITA PARA VERIFICAR O EQUIPAMENTO E DESCONTO REFERENTE AOS DIAS COM O PROBLEMA MAS NÃO QUIS, OPTANDO PELO CANCELAMENTO. INFORMADO TAMBÉM DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;19/03/2020
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUESTÕES FINANCEIRAS. REALIZOU ENTREGA DE EQUIPAMENTO EM LOJA. PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;15/09/2022
CLIENTE SOLICITA CANCELAMENTO DO PONTO INFORMANDO QUE TROCOU DE PROVEDOR DEVIDO INSATISFAÇÃO. FOI OFERECIDO AO TITULAR ALTERAÇÃO DE PLANO. CLIENTE INFORMOU QUE OUTRO PROVEDOR JÁ ESTA INSTALADO E OPTOU PELO CANCELAMENTO DO SERVIÇO. CIENTE DO FINANCIERO DO CONTRATO E DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;27/12/2021
O cliente solicitou o cancelamento, não informando o motivo especifico, falou apenas que já fazia o uso da internet de forma gratuita. Informamos que ele poderia realizar a troca de titularidade porém o mesmo não aceitou, ofertei desconto na mudança de plano de internet, mas sem resposta. Tentativas de contato via whatsapp e ligação liguei ontem e hj porém sem sucesso. Então demos continuidade com o cancelamento conforme o solicitado;24/08/2023
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO MUDANÇA PARA O AÇU, O MESMO INFORMA QUE NO NOVO ENDEREÇO JÁ TEM NOSSO SERVIÇOS EM NOME DA SUA ESPOSA. REALIZADO CONTATO, CLIENTE INFORMA QUE NÃO TEM PREVISÃO DE RETORNO PARA O ENDEREÇO, FOI OFERECIDO ALTERAÇÃO NA TITULARIDADE. MAS O MESMO OPTOU PELO CANCELAMENTO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;19/04/2022
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUE NÃO ESTÁ MAIS UTILIZANDO O SERVIÇOS.↵CIENTE DOS BOLETOS EM ABERTOS.↵SOLICITADO POR RENATA.;05/06/2021
CANCELADO POR INADIMPLÊNCIA;02/12/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA, VERIFICADO MAS NÃO ATENDEMOS NO LOCAL.;14/02/2020
CLIENTE FOI EM LOJA SOLICITAR O CANCELAMENTO DEVIDO MUDANÇA DE CIDADE, FOI VERIFICADO MAS NÃO ATENDEMOS NA LOCALIDADE.;27/06/2019
CANCELADO POR INADIMPLÊNCIA;18/05/2020
CANCELADO POR INADIMPLÊNCIA;07/05/2019
CANCELADO POR INADIMPLÊNCIA;10/01/2020
CANCELADO POR INADIMPLÊNCIA;11/07/2019
Importado Cancelado do SGP;17/10/2023
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO DO SERVIÇO POIS MUDARÁ PARA NATAL, NÃO ACEITOU OFERTAS.;27/06/2024
CLIENTE SOLICITOU CANCELAMENTO DO CADASTRO DEVIDO PROBLEMAS FINANCEIROS. VISTO SER UMA CLIENTE COM FIDELIDADE CUMPRIDA FOI OFERECIDO DESCONTO NO VENCIMENTO DE AGOSTO, MAS NÃO ACEITOU POIS NÃO PODERÁ MANTER O SERVIÇO. INFORMADA DO PRAZO DE 3 MESES PARA REATIVAÇÃO SEM TAXA.;27/07/2020
cancelamento por inadimplência.;04/02/2021
CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA WPP POR INSATISFAÇÃO COM A PRESTAÇÃO DO SERVIÇO, CONTRATOU OUTRO PROVEDOR. CIENTE DA REMOÇÃO DOS EQUIPAMENTOS, SEM FINANCEIRO.;11/05/2024
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA DE ENDEREÇO, FOI OFERECIDO A TRANSFERÊNCIA MAS NO ATUAL ENDEREÇO JÁ TEM INTERNET DA VIVA.;19/07/2019
O cliente solicitou o cancelamento, questionamos o motivo, porém o mesmo não quis informar, apenas falou que não queria mais. Informamos que poderia ser feita um transferência de titularidade, mas, sem sucesso. O cliente estaria decido a cancelar a qualquer custo. Tentamos contato via whatsapp e ligação.;01/09/2023
CLIENTE SOLICITA CANCELAMENTO, VIA PLATAFORMA, INFORMANDO QUE ESTÁ COM OUTRO PROVEDOR. NÃO DESEJA REPARO, NEM TRANSFERÊNCIA.↵PARA PAGAMENTO, SOMENTE O CONSUMO DE JULHO.↵CIENTE DO BOLETO E DO PRAZO DE ATÉ 3 MESES.;05/07/2021
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO INSATISFAÇÃO. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO BOLETO, E DO PRAZO DE ATÉ 3 MESES.↵CIENTE DA REMOÇÃO DE EQUIPAMENTO.;06/07/2021
CANCELADO POR INADIMPLÊNCIA.;31/03/2021
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.;27/02/2024
CANCELADO POR INADIMPLÊNCIA;06/05/2019
CADASTRO CANCELAMENTO POIS O PONTO DE GUSTAVO (VENDEDOR) ESTÁ ATIVO NESTE MESMO ENDEREÇO.;20/05/2019
Cliente solicita cancelamento informando troca de operadora. Foi realizado contato com o titular do contrato, cliente informa que recebeu proposta melhor de outra operadora. Foi informando ao cliente que devido alteração no plano a fidelidade do contrato foi renovada, informando ao cliente valor da multa e que seria possível gerar boleto na melhor data para pagamento e parcelamento do debito em até 3 vezes. Titular informou que não vai realizar pagamento da fatura. Ciente do prazo de 3 meses para ativação sem taxa de instalação.;12/01/2021
CANCELADO POR INADIMPLÊNCIA;20/03/2020
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, VIA PLATAFORMA, INFORMANDO INSATISFAÇÃO COM A CONEXÃO. OFERECIDO REPARO COM VISITA TÉCNICA, TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, A CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE DO PRAZO DE ATÉ 3 MESES.↵CIENTE DA REMOÇÃO DE EQUIPAMENTO.;09/08/2021
Cliente solicitou cancelamento informando troca de provedor ,pois desejava aderir a tv e a instalação no outro provedor era gratuita.  Ciente da fatura cobrando valores proporcionais e prazo de 3 meses para ativação sem taxa de instalação.;12/12/2020
CLIENTE SOLICITOU CANCELAMENTO POR INSATISFAÇÃO, OFERECI VISITA TÉCNICA PARA VERIFICARMOS O PROBLEMA MAS NÃO QUIS. OPTANDO PELO CANCELAMENTO.↵↵INFORMADA DO PRAZO DE DOIS MESES PARA REATIVAÇÃO SEM TAXA.;02/03/2020
CANCELADO POR INADIMPLÊNCIA;06/05/2019
DESISTIU DA INSTALAÇÃO;02/04/2019
CANCELADO POR INADIMPLÊNCIA;13/09/2019
Cliente solicitou cancelamento do contrato informando mudança. Foi oferecido ao cliente mudança de endereço e isenção da taxa, mas o titular informou que no local já tem outro provedor instalado. Cliente informou que no endereço de instalação do contrato não ficou morando ninguém. Ciente da fatura em aberto e do prazo de 3 meses para ativação sem taxa de instalação.;16/02/2021
CANCELAMENTO DO CADASTRO SOLICITADO PELO FINANCEIRO.;23/05/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO PROBLEMAS FINANCEIROS. FOI OFERECIDO DESCONTO NO MÊS DE MARÇO MAS NÃO QUIS, PRETENDE REATIVAR SOMENTE QUANDO AS COISAS MELHORAREM.;13/02/2020
CANCELADO POR INADIMPLÊNCIA.;29/03/2021
CANCELADO POR INADIMPLÊNCIA;20/02/2020
Cliente solicitou cancelamento do contrato informando insatisfação com o serviço. Tentativas de contato sem sucesso. Realizado cancelamento do cadastro.;16/04/2021
CLIENTE SOLICITA CANCELAMENTO DE CADASTRO, INFORMANDO MUDANÇA PARA PERNAMBUCO. OFERECIDO TRANSFERÊNCIA, ALTERAÇÃO DE TITULARIDADE. MAS, O CLIENTE OPTA SOMENTE PELO CANCELAMENTO. CIENTE  DO PRAZO DE ATÉ 3 MESES.↵CIENTE DA REMOÇÃO DE EQUIPAMENTO.;13/07/2021
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE VAI SE AFASTAR DO ENDEREÇO POR UM TEMPO, OFERECIDO SUSPENSÃO TEMPORARIA, CLIENTE ACEITOU. CIENTE QUE PODE SUSPENDER UMA VEZ A CADA 12 MESES EM UM PRAZO MINIMO DE 30 DIAS E MAXIMO DE 120 DIAS, CIENTE DA REMOÇÃO DO EQUIPAMENTO E QUE A ATIVAÇÃO DENTRO DO PRAZO INFORMADO NO MESMO ENDEREÇO NÃO É COBRADO TAXA DE INSTALAÇÃO.↵EQUIPAMENTO REMOVIDO.;24/06/2023
CANCELADO POR INADIMPLÊNCIA;23/11/2019
CANCELADO POR INADIMPLÊNCIA;10/07/2019
Cliente solicitou cancelamento do contrato informando insatisfação. Foi oferecido ao cliente visita técnica e ligação do suporte, mas o mesmo optou pelo cancelamento. Ficou ciente da fatura em aberto e do prazo de 3 meses para ativação sem taxa de instalação.;20/03/2021
CANCELADO POR INADIMPLÊNCIA;06/05/2019
INADIMPLÊNCIA;14/07/2021
Cliente solicitou cancelamento do contrato informando viagem para Goiás. Sem previsão de retorno. Titular informou que seu pai vai ficar no endereço do contrato, foi oferecido ao cliente mudança de titularidade, mas o mesmo informou que foi feito contratação de outro provedor, informando ao cliente novos planos mas o mesmo optou pelo cancelamento. Ciente da fatura cobrando proporcional de uso e prazo de 3 meses para ativação sem taxa de instalação.;05/02/2021
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA DE CIDADE. TENTEI CONTATO MAS NÃO ATENDEU.;02/01/2020
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE FEVEREIRO E MARÇO.↵REMOVIDO ONU + FONTE;12/06/2024
Cliente solicita cancelamento do contrato informando insatisfação com o serviço. Cliente não aceitou visita técnica, ciente que não constam faturas em aberto e do prazo de 3 meses para reativação do serviço sem valor de taxa de instalação.;05/12/2020
CLIENTE DESEJA CANCELAMENTO DO CONTRATO POIS ASSINOU OUTRO NO NOME DA ESPOSA, NÃO ACEITOU OFERTAS.;04/04/2024
CANCELADO POR INADIMPLÊNCIA;15/06/2020
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO POIS ASSINOU COM A CONCORRENTE, EM CONTATO VIA TELEFONE REALIZADAS OFERTAS E A MESMA DECIDIU MANTER CANCELAMENTO, CIENTE DO TÍTULO PROPORCIONAL.;02/10/2023
CANCELADO POR INVIABILIDADE TÉCNICA;20/02/2019
CLIENTE DESISTIU DA INSTALAÇÃO;09/03/2019
Cliente solicitou cancelamento do contrato informando troca de provedor. Cliente não desejou saber sobre planos, informou que já está com o novo provedor instalado. A titular informou o pagamento da fatura referente ao mês 12, mas ficou ciente que o pagamento ainda não consta. Ciente que deve ser feito entrega de equipamento e do prazo de 3 meses para ativação do contrato sem taxa de instalação.;14/12/2020
CANCELADO POR INADIMPLÊNCIA;09/08/2019
CANCELADO DEVIDO FALTA DE PAGAMENTO DA TAXA;02/04/2019
Importado Cancelado do SGP;08/09/2022
CANCELADO POR INADIMPLÊNCIA;06/06/2019
CADASTRO FICARA NA VIVA DEVIDO LICITAÇÃO;24/10/2019
CLIENTE SOLICITOU CANCELAMENTO DEVIDO MUDANÇA PARA O SÍTIO, FOI VERIFICADO E INFORMADO INVIABILIDADE TÉCNICA. TENTEI CONTATO PARA CONFIRMAÇÃO COM O CLIENTE MAS NÃO ATENDEU. CANCELAMENTO REALIZADO;17/05/2019
INADIMPLÊNCIA;11/11/2021
DESISTIU DA INSTALAÇÃO;02/04/2019
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.;28/02/2024
